,superkingdom,phylum,class,order,family,genus,species,taxid
3975,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio sp. V1B,2047825
3976,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas moraviensis,321662
3977,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Vandammella,Vandammella animalimorsus,2029117
3978,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Calotrichaceae,Calothrix,Calothrix elsteri,987040
3979,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Calotrichaceae,Calothrix,Calothrix elsteri,987040
3980,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. HM-SA03,2029678
3981,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces sp. SA15,934019
3982,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces sp. Tue6028,2036037
3983,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces sp. TLI_235,1938860
3984,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces sp. Ag82_O1-15,1938855
3985,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,,Xanthomonadaceae bacterium NML93-0399,2032565
3986,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas plecoglossicida,70775
3987,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas abyssi,170540
3988,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,,Xanthomonadaceae bacterium NML93-0792,2032566
3989,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas sp. JB37,2024405
3990,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp. IDO3,1705310
3991,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp. IDO3,1705310
3992,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp. IDO3,1705310
3993,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp. IDO3,1705310
3994,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia acidicola,1912599
3995,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia acidicola,1912599
3996,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia ubonensis,265293
3997,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia ubonensis,265293
3998,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia acidicola,1912599
3999,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia acidicola,1912599
4000,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia ubonensis,265293
4001,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia ubonensis,265293
4002,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Salinivibrio,Salinivibrio sp. YCSC6,2003370
4003,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas nigrificans,2042704
4004,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces sp. WZ.A104,2023771
4005,Bacteria,Pseudomonadota,Gammaproteobacteria,Legionellales,,,Legionellales bacterium,2026754
4006,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
4007,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
4008,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,,Piscirickettsiaceae bacterium,2030828
4009,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,,Paracoccaceae bacterium,1904441
4010,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
4011,Bacteria,Pseudomonadota,Zetaproteobacteria,,,,Zetaproteobacteria bacterium,2026807
4012,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,,Piscirickettsiaceae bacterium,2030828
4013,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,,,Thiotrichales bacterium,2026796
4014,Bacteria,,Deltaproteobacteria,,,,SAR324 cluster bacterium,2024889
4015,Bacteria,Candidatus Kaiserbacteria,,,,,Candidatus Kaiserbacteria bacterium,2030810
4016,Bacteria,Pseudomonadota,,,,,Pseudomonadota bacterium,1977087
4017,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,,Moraxellaceae bacterium,1889775
4018,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,,,Oceanospirillales bacterium,1914300
4019,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
4020,Bacteria,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,,Methylophilaceae bacterium,2030816
4021,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,,Thiotrichaceae bacterium,2030882
4022,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
4023,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,SAR86 cluster bacterium,2030880
4024,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
4025,Bacteria,Candidatus Cloacimonadota,,,,,Candidatus Cloacimonadota bacterium,2030808
4026,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales,,,Rickettsiales bacterium,2026788
4027,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,SAR86 cluster bacterium,2030880
4028,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
4029,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,,Moraxellaceae bacterium,1889775
4030,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,,,Cellvibrionales bacterium,2026722
4031,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,SAR86 cluster bacterium,2030880
4032,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
4033,Bacteria,Planctomycetota,,,,,Planctomycetota bacterium,2026780
4034,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhodobiaceae,,Rhodobiaceae bacterium,2026785
4035,Bacteria,Pseudomonadota,Zetaproteobacteria,,,,Zetaproteobacteria bacterium,2026807
4036,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,,Porticoccaceae bacterium,2026782
4037,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,,Alteromonadaceae bacterium,1916082
4038,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas piscicida,43662
4039,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter,Marinobacter sp. ANT_B65,2039467
4040,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter sp. YT-02,2018564
4041,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Providencia,Providencia rettgeri,587
4042,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fluorescens,294
4043,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Enterovibrio,Candidatus Enterovibrio escacola,1927127
4044,Bacteria,Pseudomonadota,Gammaproteobacteria,,,Candidatus Thioglobus,Candidatus Thioglobus sp. MED-G23,1986230
4045,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,OM182 bacterium MED-G28,1986256
4046,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Halieaceae,,Halieaceae bacterium MED-G26,1986253
4047,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,OM182 bacterium MED-G24,1986255
4048,Bacteria,Pseudomonadota,Gammaproteobacteria,,,Candidatus Thioglobus,Candidatus Thioglobus sp. MED-G25,1986229
4049,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,28901
4050,Bacteria,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Candidatus Reconcilbacillus,Candidatus Reconcilbacillus cellulovorans,1906605
4051,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,562
4052,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,562
4053,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia gladioli,28095
4054,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia gladioli,28095
4055,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia kristensenii,28152
4056,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia kristensenii,28152
4057,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Hafniaceae,Edwardsiella,Edwardsiella tarda,636
4058,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Comamonas terrigena,32013
4059,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter,Marinobacter sp. LV10R520-4,1761796
4060,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio sp. ES.051,1761909
4061,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp. JKS000303,1938747
4062,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Collimonas,Collimonas sp. PA-H2,1881062
4063,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Collimonas,Collimonas sp. PA-H2,1881062
4064,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp. JKS000303,1938747
4065,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp. JKS000303,1938747
4066,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp. JKS000303,1938747
4067,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia marmotae,1499973
4068,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia marmotae,1499973
4069,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces sp. Ru87,2044307
4070,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Morganella,Morganella morganii,582
4071,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida,303
4072,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Budviciaceae,Budvicia,Budvicia aquatica,82979
4073,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. GCY,2003316
4074,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Bruguierivoracaceae,Sodalis,Sodalis endosymbiont of Henestaris halophilus,1929246
4075,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces sp. OK228,1882786
4076,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp. OK233,1882795
4077,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp. D7,1873884
4078,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp. D7,1873884
4079,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp. D7,1873884
4080,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp. OK233,1882795
4081,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp. OK233,1882795
4082,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp. OK233,1882795
4083,Bacteria,Planctomycetota,Candidatus Brocadiia,Candidatus Brocadiales,Candidatus Brocadiaceae,Candidatus Kuenenia,Candidatus Kuenenia stuttgartiensis,174633
4084,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas protegens,1124983
4085,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas protegens,1124983
4086,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,1242107
4087,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,1242107
4088,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio mediterranei,689
4089,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter sp. ANC 4558,1977876
4090,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia hospita,169430
4091,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax sp. JS1663,1851577
4092,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas nitroreducens,46680
4093,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,Herbaspirillum robiniae,2014887
4094,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Nostocaceae,Nostoc,Nostoc sp. 'Peltigera malacea cyanobiont' DB3992,1206980
4095,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Curvibacter,Curvibacter sp. PD_MW3,2027918
4096,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Xenorhabdus,Xenorhabdus ehlersii,290111
4097,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Xenorhabdus,Xenorhabdus budapestensis,290110
4098,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Xenorhabdus,Xenorhabdus miraniensis,351674
4099,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Xenorhabdus,Xenorhabdus sp. KK7.4,1851572
4100,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Xenorhabdus,Xenorhabdus ishibashii,1034471
4101,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Xenorhabdus,Xenorhabdus stockiae,351614
4102,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Xenorhabdus,Xenorhabdus sp. KJ12.1,1851571
4103,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Xenorhabdus,Xenorhabdus kozodoii,351676
4104,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter sp. LoGeW2-3,1808001
4105,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Bartonellaceae,Bartonella,Bartonella sp. 1-1C,515256
4106,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida,303
4107,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylocystaceae,Methylosinus,Methylosinus trichosporium,595536
4108,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Massilia violaceinigra,2045208
4109,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Moraxella,Moraxella osloensis,34062
4110,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Moraxella,Moraxella osloensis,34062
4111,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. HLS-6,2049589
4112,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Candidatus Hamiltonella,Candidatus Hamiltonella defensa,138072
4113,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Candidatus Hamiltonella,Candidatus Hamiltonella defensa,138072
4114,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces peucetius,316280
4115,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,,Porticoccaceae bacterium,2026782
4116,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,,Paracoccaceae bacterium,1904441
4117,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Bermanella,Bermanella sp.,2024825
4118,Bacteria,Pseudomonadota,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,,Salinisphaeraceae bacterium,2026789
4119,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Halieaceae,,Halieaceae bacterium,2026743
4120,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Halieaceae,Haliea,Haliea sp.,1932666
4121,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,,,Pseudomonadales bacterium,1891229
4122,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,,,Pseudomonadales bacterium,1891229
4123,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp.,53249
4124,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,,Paracoccaceae bacterium,1904441
4125,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,Pseudomonadaceae bacterium,1914538
4126,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter,Marinobacter sp.,50741
4127,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Halieaceae,Haliea,Haliea sp.,1932666
4128,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Halieaceae,,Halieaceae bacterium,2026743
4129,Bacteria,Pseudomonadota,Alphaproteobacteria,,,,SAR116 cluster bacterium,2024888
4130,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
4131,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
4132,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas sp.,232
4133,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,,Alteromonadaceae bacterium,1916082
4134,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,,,Pseudomonadales bacterium,1891229
4135,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Woeseiaceae,,Woeseiaceae bacterium,2026806
4136,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,,Oceanospirillaceae bacterium,1899355
4137,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,,Idiomarinaceae bacterium,1898113
4138,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,Porticoccus,Porticoccus sp.,2024853
4139,Bacteria,Myxococcota,Myxococcia,Myxococcales,,,Myxococcales bacterium,2026763
4140,Bacteria,Cyanobacteriota,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. CPC100,2024879
4141,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Rheinheimera,Rheinheimera sp.,1869214
4142,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp.,53249
4143,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,,Porticoccaceae bacterium,2026782
4144,Bacteria,Nitrospinota,,,,,Nitrospinota bacterium,2026769
4145,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Psychrobacter,Psychrobacter sp.,56811
4146,Bacteria,Pseudomonadota,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae,,Acidiferrobacteraceae bacterium,2024893
4147,Bacteria,Cyanobacteriota,Cyanophyceae,Synechococcales,Prochlorococcaceae,Cyanobium,Cyanobium sp. ARS6,2024869
4148,Bacteria,Pseudomonadota,,,,,Pseudomonadota bacterium,1977087
4149,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,,,Chromatiales bacterium,2026725
4150,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp.,306
4151,Bacteria,Pseudomonadota,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae,,Acidiferrobacteraceae bacterium,2024893
4152,Bacteria,,Deltaproteobacteria,,,,Deltaproteobacteria bacterium,2026735
4153,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,,Oceanospirillaceae bacterium,1899355
4154,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
4155,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Colwelliaceae,,Colwelliaceae bacterium,2026726
